fold,epoch,train_loss,val_loss,val_miou,test_miou_final,val_iou_bg,val_iou_head,val_iou_body,val_iou_tail
1,1,0.2356093404002355,0.1719655411956954,0.7627609337333345,0.9050030180066272,0.9877341389656067,0.6837051510810852,0.8500427007675171,0.5095478892326355
1,2,0.12216176850300134,0.14061033551710367,0.7843748061326299,0.9050030180066272,0.985965371131897,0.719400942325592,0.8638639450073242,0.5776158571243286
1,3,0.10809825351942808,0.13197018978369496,0.7943354409976597,0.9050030180066272,0.9850925803184509,0.7392362356185913,0.8601988554000854,0.6000027656555176
1,4,0.09953902177922712,0.12837957193816665,0.7979811808488665,0.9050030180066272,0.983272135257721,0.7495068907737732,0.8644266724586487,0.6158362627029419
1,5,0.09193794340980346,0.14196683357666878,0.7836133202497106,0.9050030180066272,0.9887784123420715,0.7151957154273987,0.839169442653656,0.5794605016708374
1,6,0.08725165416763356,0.11967949998857332,0.8168581189030278,0.9050030180066272,0.9882303476333618,0.77403324842453,0.8813718557357788,0.6299920082092285
1,7,0.0856008882256608,0.13069088164254697,0.8047429401509083,0.9050030180066272,0.9886558055877686,0.7214807868003845,0.8781686425209045,0.6187640428543091
1,8,0.08167985847549454,0.12485286631505854,0.8076328456836895,0.9050030180066272,0.9861342906951904,0.7716339230537415,0.8785216808319092,0.6085410118103027
1,9,0.07996220420494007,0.11290004925571219,0.8247332616444052,0.9050030180066272,0.9898658394813538,0.7825405597686768,0.884450376033783,0.6331100463867188
1,10,0.07705004533136123,0.11541123133506218,0.8190693407163133,0.9050030180066272,0.9890937209129333,0.7659443020820618,0.8800535798072815,0.6347444653511047
1,11,0.07505421431310898,0.1072765615952276,0.8374022441188784,0.9050030180066272,0.9905530214309692,0.7975451946258545,0.8966594338417053,0.6474494934082031
1,12,0.07483095692740367,0.11065537411801137,0.8336946198540013,0.9050030180066272,0.9904062151908875,0.7859258055686951,0.9035361409187317,0.642984926700592
1,13,0.07184126559301113,0.11065497689873632,0.83135296436992,0.9050030180066272,0.9901188611984253,0.783749520778656,0.888253390789032,0.6494706273078918
1,14,0.07204562284298412,0.10583719513277068,0.8355589234915963,0.9050030180066272,0.9901560544967651,0.7881295084953308,0.8926798105239868,0.6537112593650818
1,15,0.06987827825758237,0.10769727195266389,0.8342447420106317,0.9050030180066272,0.989495575428009,0.7997597455978394,0.8871982097625732,0.6505653262138367
1,16,0.0691837929536184,0.10529353290143674,0.8391577875527152,0.9050030180066272,0.9905067086219788,0.8013525605201721,0.896880567073822,0.6563923358917236
1,17,0.06705834775860284,0.10924243687713234,0.832697314502549,0.9050030180066272,0.9902687668800354,0.792561948299408,0.8901832699775696,0.6472558975219727
1,18,0.0679613515532794,0.11121798486170108,0.8331386834165476,0.9050030180066272,0.9902294874191284,0.7891783714294434,0.8919216394424438,0.6458999514579773
1,19,0.06520228484088743,0.1045641171997481,0.8384674308943922,0.9050030180066272,0.990268349647522,0.8016550540924072,0.8973445892333984,0.6546463370323181
1,20,0.0651243138588353,0.10519009219468946,0.8385839488384498,0.9050030180066272,0.9901854991912842,0.8081914186477661,0.8947479128837585,0.6520472764968872
1,21,0.07152424616128787,0.10142248928764441,0.8442283020402394,0.9050030180066272,0.9909823536872864,0.8081422448158264,0.9054481387138367,0.6576628088951111
1,22,0.06323642216805782,0.09838216259640499,0.851339672168676,0.9050030180066272,0.9909128546714783,0.8205997943878174,0.9081225991249084,0.6622013449668884
